rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
discuss	share	The scientists discuss their work	The scientists share their work	Yes	1
arrive to	arrive into	a lift arrive to the 4th floor	a lift arrive into the 4th floor	Yes	1
be a measure of	be one measure of	Mortality rate be a measure of the number of deaths	Mortality rate be one measure of the number of deaths	Yes	1
start from	begin with	The story start from these questions	The story begin with these questions	Yes	1
be required for	be essential to	insurance be required for all leased equipment	insurance be essential to all leased equipment	Yes	1
prepare	develop	Participants prepare food	Participants develop food	Yes	1
be dedicated to	be committed to	The new facility be dedicated to research	The new facility be committed to research	Yes	1
sleep at	go at	Jesus sleep at the back of the boat	Jesus go at the back of the boat	Yes	1
sign with	be signed to	Ray J sign with Elektra	Ray J be signed to Elektra	Yes	1
have all type of	feature a wide variety of	The site have all type of gifts	The site feature a wide variety of gifts	Yes	1
plan	prepare for	the same group plan this attack	the same group prepare for this attack	Yes	1
check	view	parent check their children works	parent view their children works	Yes	1
begin with	start off with	The exchange begin with a letter	The exchange start off with a letter	Yes	1
be entered into	enter into	Arizona be entered into the United States	Arizona enter into the United States	Yes	1
feature	be designed with	The site feature listings	The site be designed with listings	Yes	1
be the only game in	be a game in	Blu-ray be the only game in town	Blu-ray be a game in town	Yes	1
be designated for	be to be used for	a computer be designated for work	a computer be to be used for work	Yes	1
be organised at	be arranged for	Additional sessions be organised at Brussels	Additional sessions be arranged for Brussels	Yes	1
decide on	decide for	Your surgeon decide on the type of anesthesia	Your surgeon decide for the type of anesthesia	Yes	1
make the most of	make good use of	students make the most of their university experience	students make good use of their university experience	Yes	1
be made of	be crafted of	The gears be made of steel	The gears be crafted of steel	Yes	1
beat	win against	Sox beat the Yankees	Sox win against the Yankees	Yes	1
be the core of	be an integral part of	Resellers be the core of our business	Resellers be an integral part of our business	Yes	1
have a couple of	have a pair of	an e-book have a couple of links	an e-book have a pair of links	Yes	1
make off with	attempt to steal	The thieves make off with TVs	The thieves attempt to steal TVs	Yes	1
culminate with	be capped by	The series culminate with races	The series be capped by races	Yes	1
begin experience	start have	The villagers begin experience difficulties	The villagers start have difficulties	Yes	1
cut down on	cut back on	INTERNATIONAL PHARMACY cut down on the bill	INTERNATIONAL PHARMACY cut back on the bill	Yes	1
stop take	stop use	women stop take the pills	women stop use the pills	Yes	1
use in	use on	The music use in this video	The music use on this video	Yes	1
influence	play an important role in	the judge influence the outcome	the judge play an important role in the outcome	Yes	1
appreciate	be greatful for	Readers appreciate Holly	Readers be greatful for Holly	Yes	1
have all type of	have a variety of	The site have all type of gifts	The site have a variety of gifts	Yes	1
exist in	be found in	Afrikaans exist in South Africa	Afrikaans be found in South Africa	Yes	1
move up	go up	The effects move up the food chain	The effects go up the food chain	Yes	1
propose	propose a number of	EPA propose new procedures	EPA propose a number of new procedures	Yes	1
be discussed in	be given in	These problems be discussed in detail	These problems be given in detail	Yes	1
find a lot of	find a wide range of	youll find a lot of sites	youll find a wide range of sites	Yes	1
dig for	search for	others dig for facts	others search for facts	Yes	1
get out of	be released from	the bill get out of committee	the bill be released from committee	Yes	1
take effect in	be initiated in	the law take effect in March	the law be initiated in March	Yes	1
be glad to be in	be happy to be in	Katie be glad to be in her hometown	Katie be happy to be in her hometown	Yes	1
walk into	come in to	This guy walk into a casino	This guy come in to a casino	Yes	1
be decorated with	be outfitted with	All rooms be decorated with private furnished balconies	All rooms be outfitted with private furnished balconies	Yes	1
object to	be opposed to	Buyer object to such conditions	Buyer be opposed to such conditions	Yes	1
resent	mind	the Chinese resent British rule	the Chinese mind British rule	Yes	1
govern	be regulated by@R@	NEC govern equipment	equipment be regulated by NEC	Yes	1
be made from	be made out of	Wine be made from fruit	Wine be made out of fruit	Yes	1
like to design	enjoy create	Peter like to design things	Peter enjoy create things	Yes	1
confirm receipt of	acknowledge receipt of	the High Court confirm receipt of the appeal	the High Court acknowledge receipt of the appeal	Yes	1
be important to	impact	this service be important to members	this service impact members	Yes	1
be completed on	be conducted on	A thorough background investigation be completed on applicants	A thorough background investigation be conducted on applicants	Yes	1
live with	be diagnosed with	local residents live with cancer	local residents be diagnosed with cancer	Yes	1
head for	head to	Hurricane Rita head for Texas	Hurricane Rita head to Texas	Yes	1
be aligned with	relate to	their interests be aligned with yours	their interests relate to yours	Yes	1
help to maintain	have an effect on	The Vitamin B complex help to maintain mental functioning	The Vitamin B complex have an effect on mental functioning	Yes	1
pay extra attention to	pay enough attention to	Companies pay extra attention to results	Companies pay enough attention to results	Yes	1
continue to give	keep on give	the planters continue to give hope	the planters keep on give hope	Yes	1
remain in	be expected to remain in	the babies remain in intensive care	the babies be expected to remain in intensive care	Yes	1
appear along	be seen along	the genes appear along each chromosome	the genes be seen along each chromosome	Yes	1
squeeze out of	leak from	Tears squeeze out of your eyes	Tears leak from your eyes	Yes	1
be starved for	crave for	your cells be starved for energy	your cells crave for energy	Yes	1
be in on	have a hand in	The characters be in on the joke	The characters have a hand in the joke	Yes	1
be given throughout	be planned throughout	Tests be given throughout the morning	Tests be planned throughout the morning	Yes	1
start on	run from	benefits start on the first of the month	benefits run from the first of the month	Yes	1
end for	conclude for	Classes end for the semester	Classes conclude for the semester	Yes	1
partner with	have a partnership with	Ford partner with Microsoft	Ford have a partnership with Microsoft	Yes	1
write for	write an article in	a contributing editor write for The New York Times	a contributing editor write an article in The New York Times	Yes	1
encounter	be exposed to	The Romans encounter the Germanic tribes	The Romans be exposed to the Germanic tribes	Yes	1
try to be	want to sound like	companies try to be good citizens	companies want to sound like good citizens	Yes	1
stretch between	lay between	the membrane stretch between the fingers	the membrane lay between the fingers	Yes	1
